torch.cummin cummin /home/sjy/code/pytorch/aten/src/ATen/native/ReduceOps.cpp
torch.cumprod cumprod /home/sjy/code/pytorch/aten/src/ATen/native/ReduceOps.cpp
torch.cumsum cumsum /home/sjy/code/pytorch/aten/src/ATen/native/ReduceOps.cpp
torch.cumulative_trapezoid cumulative_trapezoid /home/sjy/code/pytorch/aten/src/ATen/native/Integration.cpp
torch.deg2rad deg2rad /home/sjy/code/pytorch/aten/src/ATen/native/UnaryOps.cpp
torch.det det /home/sjy/code/pytorch/aten/src/ATen/native/LinearAlgebra.cpp
torch.detach detach /home/sjy/code/pytorch/aten/src/ATen/native/TensorShape.cpp
torch.diag diag /home/sjy/code/pytorch/aten/src/ATen/native/BatchLinearAlgebra.cpp
torch.diag_embed diag_embed /home/sjy/code/pytorch/aten/src/ATen/native/TensorShape.cpp
torch.diagflat diagflat /home/sjy/code/pytorch/aten/src/ATen/native/TensorShape.cpp
torch.diagonal diagonal /home/sjy/code/pytorch/aten/src/ATen/native/TensorShape.cpp
torch.diagonal_scatter diagonal_scatter /home/sjy/code/pytorch/aten/src/ATen/native/TensorShape.cpp
torch.diff diff /home/sjy/code/pytorch/aten/src/ATen/native/ReduceOps.cpp
torch.dist dist /home/sjy/code/pytorch/aten/src/ATen/native/ReduceOps.cpp
torch.div binary /home/sjy/code/pytorch/aten/src/ATen/native/BinaryOps.cpp
torch.divide binary /home/sjy/code/pytorch/aten/src/ATen/native/BinaryOps.cpp
torch.dot dot /home/sjy/code/pytorch/aten/src/ATen/native/Blas.cpp
torch.dropout dropout /home/sjy/code/pytorch/aten/src/ATen/native/Dropout.cpp
torch.dsplit dsplit /home/sjy/code/pytorch/aten/src/ATen/native/TensorShape.cpp
torch.dstack dstack /home/sjy/code/pytorch/aten/src/ATen/native/TensorShape.cpp
torch.einsum einsum /home/sjy/code/pytorch/aten/src/ATen/native/Linear.cpp
torch.embedding embedding /home/sjy/code/pytorch/aten/src/ATen/native/Embedding.cpp
torch.empty_like empty_like /home/sjy/code/pytorch/aten/src/ATen/native/TensorFactories.cpp
torch.eye eye /home/sjy/code/pytorch/aten/src/ATen/native/TensorFactories.cpp
torch.fbgemm_linear_fp16_weight fbgemm_linear_fp16_weight /home/sjy/code/pytorch/aten/src/ATen/native/QuantizedLinear.cpp
torch.fbgemm_linear_fp16_weight_fp32_activation fbgemm_linear_fp16_weight_fp32_activation /home/sjy/code/pytorch/aten/src/ATen/native/QuantizedLinear.cpp
torch.fbgemm_linear_int8_weight fbgemm_linear_int8_weight /home/sjy/code/pytorch/aten/src/ATen/native/QuantizedLinear.cpp
torch.fbgemm_linear_int8_weight_fp32_activation fbgemm_linear_int8_weight_fp32_activation /home/sjy/code/pytorch/aten/src/ATen/native/QuantizedLinear.cpp
torch.fbgemm_linear_quantize_weight fbgemm_linear_quantize_weight /home/sjy/code/pytorch/aten/src/ATen/native/QuantizedLinear.cpp
torch.fbgemm_pack_gemm_matrix_fp16 fbgemm_pack_gemm_matrix_fp16 /home/sjy/code/pytorch/aten/src/ATen/native/QuantizedLinear.cpp
torch.fbgemm_pack_quantized_matrix fbgemm_pack_quantized_matrix /home/sjy/code/pytorch/aten/src/ATen/native/QuantizedLinear.cpp
torch.feature_alpha_dropout feature_alpha_dropout /home/sjy/code/pytorch/aten/src/ATen/native/Dropout.cpp
torch.feature_dropout feature_dropout /home/sjy/code/pytorch/aten/src/ATen/native/Dropout.cpp
torch._C._fft.fft_fft fft_fft /home/sjy/code/pytorch/aten/src/ATen/native/SpectralOps.cpp
torch._C._fft.fft_fft2 fft_fft2 /home/sjy/code/pytorch/aten/src/ATen/native/SpectralOps.cpp
torch._C._fft.fft_fftfreq fft_fftfreq /home/sjy/code/pytorch/aten/src/ATen/native/SpectralOps.cpp
