api_name op_name file_path
tf.raw_ops.Div BinaryOp /home/sjy/code/tensorflow/tensorflow/core/kernels/cwise_ops_common.cc
tf.raw_ops.DivNoNan BinaryOp /home/sjy/code/tensorflow/tensorflow/core/kernels/cwise_ops_common.cc
tf.raw_ops.DrawBoundingBoxes DrawBoundingBoxesOp /home/sjy/code/tensorflow/tensorflow/core/kernels/image/draw_bounding_box_op.cc
tf.raw_ops.DrawBoundingBoxesV2 DrawBoundingBoxesOp /home/sjy/code/tensorflow/tensorflow/core/kernels/image/draw_bounding_box_op.cc
tf.raw_ops.DummyIterationCounter DummyIterationCounter /home/sjy/code/tensorflow/tensorflow/core/kernels/data/experimental/data_service_dataset_op.cc
tf.raw_ops.DummyMemoryCache DummyMemoryCache /home/sjy/code/tensorflow/tensorflow/core/kernels/data/experimental/data_service_dataset_op.cc
tf.raw_ops.DummySeedGenerator DummySeedGenerator /home/sjy/code/tensorflow/tensorflow/core/kernels/data/experimental/data_service_dataset_op.cc
tf.raw_ops.DynamicPartition DynamicPartitionOp /home/sjy/code/tensorflow/tensorflow/core/kernels/dynamic_partition_op.cc
tf.raw_ops.EditDistance EditDistanceOp /home/sjy/code/tensorflow/tensorflow/core/kernels/edit_distance_op.cc
tf.raw_ops.Eig EigOp /home/sjy/code/tensorflow/tensorflow/core/kernels/linalg/eig_op_impl.cc
tf.raw_ops.Einsum EinsumOp /home/sjy/code/tensorflow/tensorflow/core/kernels/linalg/einsum_op_impl.cc
tf.raw_ops.Elu EluOp /home/sjy/code/tensorflow/tensorflow/core/kernels/relu_op.cc
tf.raw_ops.EluGrad EluGradOp /home/sjy/code/tensorflow/tensorflow/core/kernels/relu_op.cc
tf.raw_ops.Empty EmptyOp /home/sjy/code/tensorflow/tensorflow/core/kernels/inplace_ops.cc
tf.raw_ops.EmptyTensorList EmptyTensorList /home/sjy/code/tensorflow/tensorflow/core/kernels/list_kernels.cc
tf.raw_ops.EmptyTensorMap EmptyTensorMap /home/sjy/code/tensorflow/tensorflow/core/kernels/map_kernels.cc
tf.raw_ops.EncodeBase64 EncodeBase64Op /home/sjy/code/tensorflow/tensorflow/core/kernels/base64_ops.cc
tf.raw_ops.EncodeJpeg EncodeJpegOp /home/sjy/code/tensorflow/tensorflow/core/kernels/image/encode_jpeg_op.cc
tf.raw_ops.EncodeJpegVariableQuality EncodeJpegVariableQualityOp /home/sjy/code/tensorflow/tensorflow/core/kernels/image/encode_jpeg_op.cc
tf.raw_ops.EncodePng EncodePngOp /home/sjy/code/tensorflow/tensorflow/core/kernels/image/encode_png_op.cc
tf.raw_ops.EncodeWav EncodeWavOp /home/sjy/code/tensorflow/tensorflow/core/kernels/encode_wav_op.cc
tf.raw_ops.EnsureShape EnsureShapeOp /home/sjy/code/tensorflow/tensorflow/core/kernels/shape_ops.cc
tf.raw_ops.Enter EnterOp /home/sjy/code/tensorflow/tensorflow/core/kernels/control_flow_ops.cc
tf.raw_ops.Equal BinaryOp /home/sjy/code/tensorflow/tensorflow/core/kernels/cwise_ops_common.cc
tf.raw_ops.Erf UnaryOp /home/sjy/code/tensorflow/tensorflow/core/kernels/cwise_ops_common.cc
tf.raw_ops.Erfc UnaryOp /home/sjy/code/tensorflow/tensorflow/core/kernels/cwise_ops_common.cc
tf.raw_ops.Erfinv UnaryOp /home/sjy/code/tensorflow/tensorflow/core/kernels/cwise_ops_common.cc
tf.raw_ops.EuclideanNorm ReductionOp /home/sjy/code/tensorflow/tensorflow/core/kernels/reduction_ops_common.cc
tf.raw_ops.Exit ExitOp /home/sjy/code/tensorflow/tensorflow/core/kernels/control_flow_ops.cc
tf.raw_ops.Exp UnaryOp /home/sjy/code/tensorflow/tensorflow/core/kernels/cwise_ops_common.cc
tf.raw_ops.ExpandDims ExpandDimsOp /home/sjy/code/tensorflow/tensorflow/core/kernels/shape_ops.cc
tf.raw_ops.ExperimentalLMDBDataset LMDBDatasetOp /home/sjy/code/tensorflow/tensorflow/core/kernels/data/experimental/lmdb_dataset_op.cc
tf.raw_ops.ExperimentalMatchingFilesDataset MatchingFilesDatasetOp /home/sjy/code/tensorflow/tensorflow/core/kernels/data/experimental/matching_files_dataset_op.cc
tf.raw_ops.ExperimentalRandomDataset RandomDatasetOp /home/sjy/code/tensorflow/tensorflow/core/kernels/data/experimental/random_dataset_op.cc
tf.raw_ops.ExperimentalSqlDataset SqlDatasetOp /home/sjy/code/tensorflow/tensorflow/core/kernels/data/experimental/sql_dataset_op.cc
tf.raw_ops.ExperimentalStatsAggregatorHandle StatsAggregatorHandleOp /home/sjy/code/tensorflow/tensorflow/core/kernels/data/experimental/stats_aggregator_ops.cc
tf.raw_ops.ExperimentalThreadPoolHandle ThreadPoolHandleOp /home/sjy/code/tensorflow/tensorflow/core/kernels/data/experimental/threadpool_dataset_op.cc
tf.raw_ops.Expint UnaryOp /home/sjy/code/tensorflow/tensorflow/core/kernels/cwise_ops_common.cc
tf.raw_ops.Expm1 UnaryOp /home/sjy/code/tensorflow/tensorflow/core/kernels/cwise_ops_common.cc
tf.raw_ops.ExtractGlimpse ExtractGlimpseOp /home/sjy/code/tensorflow/tensorflow/core/kernels/image/attention_ops.cc
tf.raw_ops.ExtractGlimpseV2 ExtractGlimpseOp /home/sjy/code/tensorflow/tensorflow/core/kernels/image/attention_ops.cc
tf.raw_ops.ExtractImagePatches ExtractImagePatchesOp /home/sjy/code/tensorflow/tensorflow/core/kernels/image/extract_image_patches_op.cc
tf.raw_ops.ExtractJpegShape ExtractJpegShapeOp /home/sjy/code/tensorflow/tensorflow/core/kernels/image/extract_jpeg_shape_op.cc
tf.raw_ops.ExtractVolumePatches ExtractVolumePatchesOp /home/sjy/code/tensorflow/tensorflow/core/kernels/image/extract_volume_patches_op.cc
tf.raw_ops.FFT FFTCPU /home/sjy/code/tensorflow/tensorflow/core/kernels/fft_ops.cc
tf.raw_ops.FFT2D FFTCPU /home/sjy/code/tensorflow/tensorflow/core/kernels/fft_ops.cc
tf.raw_ops.FFT3D FFTCPU /home/sjy/code/tensorflow/tensorflow/core/kernels/fft_ops.cc
tf.raw_ops.FIFOQueue FIFOQueueOp /home/sjy/code/tensorflow/tensorflow/core/kernels/fifo_queue.cc
tf.raw_ops.FIFOQueueV2 FIFOQueueOp /home/sjy/code/tensorflow/tensorflow/core/kernels/fifo_queue.cc
tf.raw_ops.Fact FactOpKernel1 /home/sjy/code/tensorflow/tensorflow/core/kernels/fact_op.cc
tf.raw_ops.FakeParam FakeParamOp /home/sjy/code/tensorflow/tensorflow/core/kernels/functional_ops.cc
tf.raw_ops.FakeQuantWithMinMaxArgs FakeQuantWithMinMaxArgsOp /home/sjy/code/tensorflow/tensorflow/core/kernels/fake_quant_ops.cc
tf.raw_ops.FakeQuantWithMinMaxArgsGradient FakeQuantWithMinMaxArgsGradientOp /home/sjy/code/tensorflow/tensorflow/core/kernels/fake_quant_ops.cc
tf.raw_ops.FakeQuantWithMinMaxVars FakeQuantWithMinMaxVarsOp /home/sjy/code/tensorflow/tensorflow/core/kernels/fake_quant_ops.cc
tf.raw_ops.FakeQuantWithMinMaxVarsGradient FakeQuantWithMinMaxVarsGradientOp /home/sjy/code/tensorflow/tensorflow/core/kernels/fake_quant_ops.cc
tf.raw_ops.FakeQuantWithMinMaxVarsPerChannel FakeQuantWithMinMaxVarsPerChannelOp /home/sjy/code/tensorflow/tensorflow/core/kernels/fake_quant_ops.cc
tf.raw_ops.FakeQuantWithMinMaxVarsPerChannelGradient FakeQuantWithMinMaxVarsPerChannelGradientOp /home/sjy/code/tensorflow/tensorflow/core/kernels/fake_quant_ops.cc
tf.raw_ops.FileSystemSetConfiguration FileSystemSetConfigurationOp /home/sjy/code/tensorflow/tensorflow/core/kernels/filesystem_ops.cc
tf.raw_ops.Fill FillOp /home/sjy/code/tensorflow/tensorflow/core/kernels/constant_op.cc
tf.raw_ops.Fingerprint FingerprintOp /home/sjy/code/tensorflow/tensorflow/core/kernels/fingerprint_op.cc
tf.raw_ops.FixedLengthRecordDataset FixedLengthRecordDatasetOp /home/sjy/code/tensorflow/tensorflow/core/kernels/data/fixed_length_record_dataset_op.cc
tf.raw_ops.FixedLengthRecordDatasetV2 FixedLengthRecordDatasetOp /home/sjy/code/tensorflow/tensorflow/core/kernels/data/fixed_length_record_dataset_op.cc
tf.raw_ops.FixedLengthRecordReaderV2 FixedLengthRecordReaderOp /home/sjy/code/tensorflow/tensorflow/core/kernels/fixed_length_record_reader_op.cc
tf.raw_ops.FixedUnigramCandidateSampler BaseCandidateSamplerOp /home/sjy/code/tensorflow/tensorflow/core/kernels/candidate_sampler_ops.cc
tf.raw_ops.Floor UnaryOp /home/sjy/code/tensorflow/tensorflow/core/kernels/cwise_ops_common.cc
tf.raw_ops.FloorDiv BinaryOp /home/sjy/code/tensorflow/tensorflow/core/kernels/cwise_ops_common.cc
tf.raw_ops.FloorMod BinaryOp /home/sjy/code/tensorflow/tensorflow/core/kernels/cwise_ops_common.cc
tf.raw_ops.FractionalAvgPool FractionalAvgPoolOp /home/sjy/code/tensorflow/tensorflow/core/kernels/fractional_avg_pool_op.cc
tf.raw_ops.FractionalAvgPoolGrad FractionalAvgPoolGradOp /home/sjy/code/tensorflow/tensorflow/core/kernels/fractional_avg_pool_op.cc
tf.raw_ops.FractionalMaxPool FractionalMaxPoolOp /home/sjy/code/tensorflow/tensorflow/core/kernels/fractional_max_pool_op.cc
tf.raw_ops.FractionalMaxPoolGrad FractionalMaxPoolGradOp /home/sjy/code/tensorflow/tensorflow/core/kernels/fractional_max_pool_op.cc
tf.raw_ops.FresnelCos UnaryOp /home/sjy/code/tensorflow/tensorflow/core/kernels/cwise_ops_common.cc
tf.raw_ops.FresnelSin UnaryOp /home/sjy/code/tensorflow/tensorflow/core/kernels/cwise_ops_common.cc
tf.raw_ops.FusedBatchNorm FusedBatchNormOpBase /home/sjy/code/tensorflow/tensorflow/core/kernels/fused_batch_norm_op.cc
tf.raw_ops.FusedBatchNormGrad FusedBatchNormGradOpBase /home/sjy/code/tensorflow/tensorflow/core/kernels/fused_batch_norm_op.cc
tf.raw_ops.FusedBatchNormGradV2 FusedBatchNormGradOpBase /home/sjy/code/tensorflow/tensorflow/core/kernels/fused_batch_norm_op.cc
tf.raw_ops.FusedBatchNormGradV3 FusedBatchNormGradOpBase /home/sjy/code/tensorflow/tensorflow/core/kernels/fused_batch_norm_op.cc
tf.raw_ops.FusedBatchNormV2 FusedBatchNormOpBase /home/sjy/code/tensorflow/tensorflow/core/kernels/fused_batch_norm_op.cc
tf.raw_ops.FusedBatchNormV3 FusedBatchNormOpBase /home/sjy/code/tensorflow/tensorflow/core/kernels/fused_batch_norm_op.cc
tf.raw_ops.FusedPadConv2D FusedResizeConv2DUsingGemmOp /home/sjy/code/tensorflow/tensorflow/core/kernels/conv_ops_fused_image_transform.cc
tf.raw_ops.FusedResizeAndPadConv2D FusedResizeConv2DUsingGemmOp /home/sjy/code/tensorflow/tensorflow/core/kernels/conv_ops_fused_image_transform.cc
tf.raw_ops.GRUBlockCell GRUCellBlockOp /home/sjy/code/tensorflow/tensorflow/core/kernels/rnn/gru_ops.cc
tf.raw_ops.GRUBlockCellGrad GRUBlockCellGradOp /home/sjy/code/tensorflow/tensorflow/core/kernels/rnn/gru_ops.cc
tf.raw_ops.Gather GatherOp /home/sjy/code/tensorflow/tensorflow/core/kernels/gather_op.cc
tf.raw_ops.GatherNd GatherNdOp /home/sjy/code/tensorflow/tensorflow/core/kernels/gather_nd_op.cc
tf.raw_ops.GatherV2 GatherOp /home/sjy/code/tensorflow/tensorflow/core/kernels/gather_op.cc
tf.raw_ops.GenerateVocabRemapping GenerateVocabRemappingOp /home/sjy/code/tensorflow/tensorflow/core/kernels/generate_vocab_remapping_op.cc
tf.raw_ops.GetSessionHandle GetSessionHandleOp /home/sjy/code/tensorflow/tensorflow/core/kernels/session_ops.cc
tf.raw_ops.GetSessionHandleV2 GetSessionHandleOp /home/sjy/code/tensorflow/tensorflow/core/kernels/session_ops.cc
tf.raw_ops.GetSessionTensor GetSessionTensorOp /home/sjy/code/tensorflow/tensorflow/core/kernels/session_ops.cc
tf.raw_ops.Greater BinaryOp /home/sjy/code/tensorflow/tensorflow/core/kernels/cwise_ops_common.cc
tf.raw_ops.GreaterEqual BinaryOp /home/sjy/code/tensorflow/tensorflow/core/kernels/cwise_ops_common.cc
tf.raw_ops.GuaranteeConst GuaranteeConstOp /home/sjy/code/tensorflow/tensorflow/core/kernels/guarantee_const_op.cc
tf.raw_ops.HSVToRGB HSVToRGBOp /home/sjy/code/tensorflow/tensorflow/core/kernels/image/colorspace_op.cc
tf.raw_ops.HashTable LookupTableOp /home/sjy/code/tensorflow/tensorflow/core/kernels/lookup_table_op.cc
tf.raw_ops.HashTableV2 LookupTableOp /home/sjy/code/tensorflow/tensorflow/core/kernels/lookup_table_op.cc
tf.raw_ops.HistogramFixedWidth HistogramFixedWidthOp /home/sjy/code/tensorflow/tensorflow/core/kernels/histogram_op.cc
tf.raw_ops.HostConst _HostConstantOp /home/sjy/code/tensorflow/tensorflow/core/kernels/host_constant_op.cc
tf.raw_ops.IFFT FFTCPU /home/sjy/code/tensorflow/tensorflow/core/kernels/fft_ops.cc
tf.raw_ops.IFFT2D FFTCPU /home/sjy/code/tensorflow/tensorflow/core/kernels/fft_ops.cc
tf.raw_ops.IFFT3D FFTCPU /home/sjy/code/tensorflow/tensorflow/core/kernels/fft_ops.cc
tf.raw_ops.IRFFT FFTCPU /home/sjy/code/tensorflow/tensorflow/core/kernels/fft_ops.cc
tf.raw_ops.IRFFT2D FFTCPU /home/sjy/code/tensorflow/tensorflow/core/kernels/fft_ops.cc
tf.raw_ops.IRFFT3D FFTCPU /home/sjy/code/tensorflow/tensorflow/core/kernels/fft_ops.cc
tf.raw_ops.Identity IdentityOp /home/sjy/code/tensorflow/tensorflow/core/kernels/identity_op.cc
tf.raw_ops.IdentityReaderV2 IdentityReaderOp /home/sjy/code/tensorflow/tensorflow/core/kernels/identity_reader_op.cc
tf.raw_ops.Igamma BinaryOp /home/sjy/code/tensorflow/tensorflow/core/kernels/cwise_ops_common.cc
tf.raw_ops.IgammaGradA BinaryOp /home/sjy/code/tensorflow/tensorflow/core/kernels/cwise_ops_common.cc
tf.raw_ops.Igammac BinaryOp /home/sjy/code/tensorflow/tensorflow/core/kernels/cwise_ops_common.cc
tf.raw_ops.Imag UnaryOp /home/sjy/code/tensorflow/tensorflow/core/kernels/cwise_ops_common.cc
tf.raw_ops.ImageProjectiveTransformV2 ImageProjectiveTransformV2 /home/sjy/code/tensorflow/tensorflow/core/kernels/image/image_ops.cc
tf.raw_ops.ImageProjectiveTransformV3 ImageProjectiveTransformV3 /home/sjy/code/tensorflow/tensorflow/core/kernels/image/image_ops.cc
tf.raw_ops.ImageSummary SummaryImageOp /home/sjy/code/tensorflow/tensorflow/core/kernels/summary_image_op.cc
tf.raw_ops.ImmutableConst ImmutableConstantOp /home/sjy/code/tensorflow/tensorflow/core/kernels/immutable_constant_op.cc
tf.raw_ops.InTopK InTopK /home/sjy/code/tensorflow/tensorflow/core/kernels/in_topk_op.cc
tf.raw_ops.InTopKV2 InTopK /home/sjy/code/tensorflow/tensorflow/core/kernels/in_topk_op.cc
tf.raw_ops.InitializeTable InitializeTableOp /home/sjy/code/tensorflow/tensorflow/core/kernels/lookup_table_init_op.cc
tf.raw_ops.InitializeTableFromTextFile InitializeTableFromTextFileOp /home/sjy/code/tensorflow/tensorflow/core/kernels/lookup_table_init_op.cc
tf.raw_ops.InplaceAdd InplaceOpBase /home/sjy/code/tensorflow/tensorflow/core/kernels/inplace_ops.cc
tf.raw_ops.InplaceSub InplaceOpBase /home/sjy/code/tensorflow/tensorflow/core/kernels/inplace_ops.cc
tf.raw_ops.InplaceUpdate InplaceOpBase /home/sjy/code/tensorflow/tensorflow/core/kernels/inplace_ops.cc
tf.raw_ops.Inv UnaryOp /home/sjy/code/tensorflow/tensorflow/core/kernels/cwise_ops_common.cc
tf.raw_ops.InvGrad SimpleBinaryOp /home/sjy/code/tensorflow/tensorflow/core/kernels/cwise_ops_common.cc
tf.raw_ops.Invert UnaryOp /home/sjy/code/tensorflow/tensorflow/core/kernels/cwise_ops_common.cc
tf.raw_ops.InvertPermutation InvertPermutationOp /home/sjy/code/tensorflow/tensorflow/core/kernels/transpose_op.cc
tf.raw_ops.IsFinite UnaryOp /home/sjy/code/tensorflow/tensorflow/core/kernels/cwise_ops_common.cc
tf.raw_ops.IsInf UnaryOp /home/sjy/code/tensorflow/tensorflow/core/kernels/cwise_ops_common.cc
tf.raw_ops.IsNan UnaryOp /home/sjy/code/tensorflow/tensorflow/core/kernels/cwise_ops_common.cc
tf.raw_ops.IsVariableInitialized IsVariableInitializedOp /home/sjy/code/tensorflow/tensorflow/core/kernels/variable_ops.cc
tf.raw_ops.IsotonicRegression IsotonicRegressionOp /home/sjy/code/tensorflow/tensorflow/core/kernels/isotonic_regression_op.cc
tf.raw_ops.Iterator IteratorHandleOp /home/sjy/code/tensorflow/tensorflow/core/kernels/data/iterator_ops.cc
tf.raw_ops.IteratorFromStringHandle IteratorFromStringHandleOp /home/sjy/code/tensorflow/tensorflow/core/kernels/data/iterator_ops.cc
tf.raw_ops.IteratorFromStringHandleV2 IteratorFromStringHandleOp /home/sjy/code/tensorflow/tensorflow/core/kernels/data/iterator_ops.cc
tf.raw_ops.IteratorV2 IteratorHandleOp /home/sjy/code/tensorflow/tensorflow/core/kernels/data/iterator_ops.cc
tf.raw_ops.KMC2ChainInitialization KMC2ChainInitializationOp /home/sjy/code/tensorflow/tensorflow/core/kernels/clustering_ops.cc
tf.raw_ops.KmeansPlusPlusInitialization KmeansPlusPlusInitializationOp /home/sjy/code/tensorflow/tensorflow/core/kernels/clustering_ops.cc
tf.raw_ops.L2Loss L2LossOp /home/sjy/code/tensorflow/tensorflow/core/kernels/l2loss_op.cc
tf.raw_ops.LMDBDataset LMDBDatasetOp /home/sjy/code/tensorflow/tensorflow/core/kernels/data/experimental/lmdb_dataset_op.cc
tf.raw_ops.LMDBReader LMDBReaderOp /home/sjy/code/tensorflow/tensorflow/core/kernels/lmdb_reader_op.cc
tf.raw_ops.LRN LRNOp /home/sjy/code/tensorflow/tensorflow/core/kernels/lrn_op.cc
tf.raw_ops.LRNGrad LRNGradOp /home/sjy/code/tensorflow/tensorflow/core/kernels/lrn_op.cc
tf.raw_ops.LSTMBlockCell LSTMBlockCellOp /home/sjy/code/tensorflow/tensorflow/core/kernels/rnn/lstm_ops.cc
tf.raw_ops.LSTMBlockCellGrad LSTMBlockCellGradOp /home/sjy/code/tensorflow/tensorflow/core/kernels/rnn/lstm_ops.cc
tf.raw_ops.LeakyRelu LeakyReluOp /home/sjy/code/tensorflow/tensorflow/core/kernels/relu_op.cc
tf.raw_ops.LeakyReluGrad LeakyReluGradOp /home/sjy/code/tensorflow/tensorflow/core/kernels/relu_op.cc
tf.raw_ops.LearnedUnigramCandidateSampler BaseCandidateSamplerOp /home/sjy/code/tensorflow/tensorflow/core/kernels/candidate_sampler_ops.cc
tf.raw_ops.LeftShift BinaryOp /home/sjy/code/tensorflow/tensorflow/core/kernels/cwise_ops_common.cc
tf.raw_ops.Less BinaryOp /home/sjy/code/tensorflow/tensorflow/core/kernels/cwise_ops_common.cc
tf.raw_ops.LessEqual BinaryOp /home/sjy/code/tensorflow/tensorflow/core/kernels/cwise_ops_common.cc
tf.raw_ops.Lgamma UnaryOp /home/sjy/code/tensorflow/tensorflow/core/kernels/cwise_ops_common.cc
tf.raw_ops.LinSpace LinSpaceOp /home/sjy/code/tensorflow/tensorflow/core/kernels/sequence_ops.cc
tf.raw_ops.ListDiff ListDiffOp /home/sjy/code/tensorflow/tensorflow/core/kernels/listdiff_op.cc
tf.raw_ops.LoadAndRemapMatrix LoadAndRemapMatrixOp /home/sjy/code/tensorflow/tensorflow/core/kernels/load_and_remap_matrix_op.cc
tf.raw_ops.Log UnaryOp /home/sjy/code/tensorflow/tensorflow/core/kernels/cwise_ops_common.cc
tf.raw_ops.Log1p UnaryOp /home/sjy/code/tensorflow/tensorflow/core/kernels/cwise_ops_common.cc
tf.raw_ops.LogMatrixDeterminant LogDeterminantOp /home/sjy/code/tensorflow/tensorflow/core/kernels/linalg/determinant_op.cc
tf.raw_ops.LogSoftmax SoftmaxOp /home/sjy/code/tensorflow/tensorflow/core/kernels/softmax_op.cc
tf.raw_ops.LogUniformCandidateSampler BaseCandidateSamplerOp /home/sjy/code/tensorflow/tensorflow/core/kernels/candidate_sampler_ops.cc
tf.raw_ops.LogicalAnd BinaryOp /home/sjy/code/tensorflow/tensorflow/core/kernels/cwise_ops_common.cc
tf.raw_ops.LogicalNot UnaryOp /home/sjy/code/tensorflow/tensorflow/core/kernels/cwise_ops_common.cc
tf.raw_ops.LogicalOr BinaryOp /home/sjy/code/tensorflow/tensorflow/core/kernels/cwise_ops_common.cc
tf.raw_ops.LookupTableExport LookupTableExportOp /home/sjy/code/tensorflow/tensorflow/core/kernels/lookup_table_op.cc
tf.raw_ops.LookupTableFind LookupTableFindOp /home/sjy/code/tensorflow/tensorflow/core/kernels/lookup_table_op.cc
tf.raw_ops.LookupTableImport LookupTableImportOp /home/sjy/code/tensorflow/tensorflow/core/kernels/lookup_table_op.cc
tf.raw_ops.LookupTableInsert LookupTableInsertOp /home/sjy/code/tensorflow/tensorflow/core/kernels/lookup_table_op.cc
tf.raw_ops.LookupTableSize LookupTableSizeOp /home/sjy/code/tensorflow/tensorflow/core/kernels/lookup_table_op.cc
tf.raw_ops.LoopCond LoopCondOp /home/sjy/code/tensorflow/tensorflow/core/kernels/control_flow_ops.cc
tf.raw_ops.LowerBound LowerBoundOp /home/sjy/code/tensorflow/tensorflow/core/kernels/searchsorted_op.cc
tf.raw_ops.Lu LuOp /home/sjy/code/tensorflow/tensorflow/core/kernels/linalg/lu_op.cc
tf.raw_ops.MapClear MapClearOp /home/sjy/code/tensorflow/tensorflow/core/kernels/map_stage_op.cc
tf.raw_ops.MapIncompleteSize MapIncompleteSizeOp /home/sjy/code/tensorflow/tensorflow/core/kernels/map_stage_op.cc
tf.raw_ops.MapPeek MapPeekOp /home/sjy/code/tensorflow/tensorflow/core/kernels/map_stage_op.cc
tf.raw_ops.MapSize MapSizeOp /home/sjy/code/tensorflow/tensorflow/core/kernels/map_stage_op.cc
tf.raw_ops.MapUnstage MapUnstageOp /home/sjy/code/tensorflow/tensorflow/core/kernels/map_stage_op.cc
tf.raw_ops.MapUnstageNoKey MapUnstageNoKeyOp /home/sjy/code/tensorflow/tensorflow/core/kernels/map_stage_op.cc
tf.raw_ops.MatMul BatchMatMulOp /home/sjy/code/tensorflow/tensorflow/core/kernels/matmul_op_impl.cc
tf.raw_ops.MatchingFiles MatchingFilesOp /home/sjy/code/tensorflow/tensorflow/core/kernels/matching_files_op.cc
tf.raw_ops.MatchingFilesDataset MatchingFilesDatasetOp /home/sjy/code/tensorflow/tensorflow/core/kernels/data/experimental/matching_files_dataset_op.cc
tf.raw_ops.MatrixBandPart MatrixBandPartOp /home/sjy/code/tensorflow/tensorflow/core/kernels/linalg/matrix_band_part_op.cc
tf.raw_ops.MatrixDeterminant DeterminantOp /home/sjy/code/tensorflow/tensorflow/core/kernels/linalg/determinant_op.cc
tf.raw_ops.MatrixDiag MatrixDiagOp /home/sjy/code/tensorflow/tensorflow/core/kernels/linalg/matrix_diag_op.cc
tf.raw_ops.MatrixDiagPart MatrixDiagPartOp /home/sjy/code/tensorflow/tensorflow/core/kernels/linalg/matrix_diag_op.cc
tf.raw_ops.MatrixDiagPartV2 MatrixDiagPartOp /home/sjy/code/tensorflow/tensorflow/core/kernels/linalg/matrix_diag_op.cc
tf.raw_ops.MatrixDiagPartV3 MatrixDiagPartOp /home/sjy/code/tensorflow/tensorflow/core/kernels/linalg/matrix_diag_op.cc
tf.raw_ops.MatrixDiagV2 MatrixDiagOp /home/sjy/code/tensorflow/tensorflow/core/kernels/linalg/matrix_diag_op.cc
tf.raw_ops.MatrixDiagV3 MatrixDiagOp /home/sjy/code/tensorflow/tensorflow/core/kernels/linalg/matrix_diag_op.cc
tf.raw_ops.MatrixInverse LinearAlgebraOp /home/sjy/code/tensorflow/tensorflow/core/kernels/linalg/matrix_inverse_op.cc
tf.raw_ops.MatrixLogarithm MatrixLogarithmOp /home/sjy/code/tensorflow/tensorflow/core/kernels/linalg/matrix_logarithm_op.cc
tf.raw_ops.MatrixSetDiag MatrixSetDiagOp /home/sjy/code/tensorflow/tensorflow/core/kernels/linalg/matrix_set_diag_op.cc
tf.raw_ops.MatrixSetDiagV2 MatrixSetDiagOp /home/sjy/code/tensorflow/tensorflow/core/kernels/linalg/matrix_set_diag_op.cc
tf.raw_ops.MatrixSetDiagV3 MatrixSetDiagOp /home/sjy/code/tensorflow/tensorflow/core/kernels/linalg/matrix_set_diag_op.cc
tf.raw_ops.MatrixSolve MatrixSolveOp /home/sjy/code/tensorflow/tensorflow/core/kernels/linalg/matrix_solve_op.cc
tf.raw_ops.MatrixSolveLs MatrixSolveLsOp /home/sjy/code/tensorflow/tensorflow/core/kernels/linalg/matrix_solve_ls_op_impl.cc
tf.raw_ops.MatrixSquareRoot MatrixSquareRootOp /home/sjy/code/tensorflow/tensorflow/core/kernels/linalg/matrix_square_root_op.cc
tf.raw_ops.MatrixTriangularSolve MatrixTriangularSolveOp /home/sjy/code/tensorflow/tensorflow/core/kernels/linalg/matrix_triangular_solve_op_impl.cc
tf.raw_ops.Max ReductionOp /home/sjy/code/tensorflow/tensorflow/core/kernels/reduction_ops_common.cc
tf.raw_ops.MaxPool MaxPoolingOp /home/sjy/code/tensorflow/tensorflow/core/kernels/pooling_ops_common.cc
tf.raw_ops.MaxPool3D Pooling3DOp /home/sjy/code/tensorflow/tensorflow/core/kernels/pooling_ops_3d.cc
tf.raw_ops.MaxPool3DGrad MaxPooling3dGradOp /home/sjy/code/tensorflow/tensorflow/core/kernels/pooling_ops_3d.cc
tf.raw_ops.MaxPool3DGradGrad MaxPooling3dGradGradOp /home/sjy/code/tensorflow/tensorflow/core/kernels/pooling_ops_3d.cc
tf.raw_ops.MaxPoolGrad MaxPoolingGradOp /home/sjy/code/tensorflow/tensorflow/core/kernels/maxpooling_op.cc
tf.raw_ops.MaxPoolGradGrad MaxPoolingGradGradOp /home/sjy/code/tensorflow/tensorflow/core/kernels/maxpooling_op.cc
tf.raw_ops.MaxPoolGradGradV2 MaxPoolingGradGradOp /home/sjy/code/tensorflow/tensorflow/core/kernels/maxpooling_op.cc
tf.raw_ops.MaxPoolGradGradWithArgmax MaxPoolingGradGradWithArgmaxOp /home/sjy/code/tensorflow/tensorflow/core/kernels/maxpooling_op.cc
tf.raw_ops.MaxPoolGradV2 MaxPoolingGradOp /home/sjy/code/tensorflow/tensorflow/core/kernels/maxpooling_op.cc
tf.raw_ops.MaxPoolGradWithArgmax MaxPoolingGradWithArgmaxOp /home/sjy/code/tensorflow/tensorflow/core/kernels/maxpooling_op.cc
tf.raw_ops.MaxPoolV2 MaxPoolingV2Op /home/sjy/code/tensorflow/tensorflow/core/kernels/pooling_ops_common.cc
tf.raw_ops.MaxPoolWithArgmax MaxPoolingWithArgmaxOp /home/sjy/code/tensorflow/tensorflow/core/kernels/maxpooling_op.cc
tf.raw_ops.Maximum BinaryOp /home/sjy/code/tensorflow/tensorflow/core/kernels/cwise_ops_common.cc
tf.raw_ops.Mean ReductionOp /home/sjy/code/tensorflow/tensorflow/core/kernels/reduction_ops_common.cc
tf.raw_ops.Merge MergeOp /home/sjy/code/tensorflow/tensorflow/core/kernels/control_flow_ops.cc
